ID точки,Город,Область,Тип Пункта,Название пункта приема/выдачи,Адрес пункта приема/выдачи,Метро,"Макс. габариты 1 места, см","Макс. размер коробки, см","Макс. вес 1 места, кг",Способы оплаты,Время работы,График обслуживания,Услуга по приему возвратов,Широта,Долгота,Временное закрытие точки,x,y
7701-320,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-320: Пятерочка,"111675, Лухмановская ул., д. 6",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.713226,37.899013,Нет,4218898.828727655,7501537.596902472
7701-323,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-323: Пятерочка,"109431, Привольная ул., д. 65/32",метро Жулебино,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.681411,37.848341,Нет,4213258.047490179,7495253.261183241
7701-324,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-324: Пятерочка,"125413, Солнечногорская ул., д. 7, к. 1",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.858645,37.516,Нет,4176262.016600451,7530327.182739179
7701-327,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-327: Пятерочка,"125373, Донелайтиса проезд, д. 23",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.846591,37.418414,Нет,4165398.792771899,7527936.680736187
7702-732,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 7702-732: ТЦ Тропарево,"117133, Теплый стан ул., вл. 27, стр. 1",метро Тропарево,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-21 (обед: 14-15),"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.630614,37.482026,Нет,4172480.0482202405,7485230.047653765
7702-733,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 7702-733: ТЦ Олиан,"117292, Профсоюзная ул., д. 12",метро Академическая,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-21 (обед: 14-15),"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.685432,37.570123,Нет,4182286.9614006556,7496047.236737217
7701-689,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-689: ТЦ Бута Парк,"109559, Белореченская ул., д. 14",метро Люблино,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.670041,37.763513,Нет,4203815.037725167,7493008.61403237
5001-371,Лыткарино,Московская обл.,Постамат,Постамат: PickPoint: 5001-371: Магнит,"140082, 1-й квартал, д. 2",,40.5x35.8x64,,15 кг,Карта,Ежедневно: 10-21,"Пн, Ср, Пт",Да,55.586394,37.893218,Нет,4218253.732278508,7476515.1743538985
5001-541,Десёновское,Московская обл.,Постамат,Постамат: PickPoint: 5001-541: Дом Быта,"108836, 3-я Нововатутинская ул., д. 8",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.52118,37.347584,Нет,4157514.033239011,7463680.704083794
7702-745,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-745,"111677, Рождественская ул., д. 16",метро Некрасовка,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.703256,37.9199,Нет,4221223.958931854,7499567.697893697
5005-637,Видное,Московская обл.,Постамат,Постамат: Халва: 5005-637: Бристоль,"142703, Школьная ул., д. 70",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Нет,55.553911,37.693237,Нет,4195991.949190179,7470119.680895006
5005-636,Щелково,Московская обл.,Постамат,Постамат: Халва: 5005-636: Красное Белое,"141107, Богородский мкр., д. 19А",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-22:05,"Пн, Ср, Пт",Нет,55.938695,37.981962,Нет,4228132.669169467,7546221.23167864
5005-635,Жуковский,Московская обл.,Постамат,Постамат: Халва: 5005-635: Магнит Косметик,"140180, Гагарина ул., д. 3Б",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-22:30,"Пн, Ср, Пт",Нет,55.600155,38.109912,Нет,4242375.998016466,7479226.137944603
5005-639,Володарского,Московская обл.,Постамат,Постамат: Халва: 5005-639: ТЦ Мир,"142713, Центральная ул., д. 26",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-20,"Вт, Чт, Сб",Нет,55.501816,37.946762,Нет,4224214.223093543,7459873.85986621
5005-638,Радужный,Московская обл.,Постамат,Постамат: Халва: 5005-638: Смак,"140483, поселок Радужный, д. 42",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-21:30,"Пн, Ср, Пт",Нет,55.13849,38.730378,Нет,4311445.957191005,7388790.7228811495
5005-641,Электросталь,Московская обл.,Постамат,Постамат: Халва: 5005-641: Магнит Косметик,"144012, Тевосяна ул., д. 12",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9:30-21,"Вт, Чт, Сб",Нет,55.777064,38.436638,Нет,4278746.969965389,7514162.808571295
5005-640,Ногинск,Московская обл.,Постамат,Постамат: Халва: 5005-640: Магнит Косметик,"142411, 1-ый Текстильный пер., д. 9",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.884768,38.431658,Нет,4278192.598901238,7535510.34006302
9905-297,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-297: Дикси,"125493, Авангардная ул., д. 12",,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.846702,37.489478,Нет,4173309.601065632,7527958.690438684
9905-298,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-298: ТЦ Родной,"117209, Нахимовский пр-кт, д. 25А",,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.668001,37.590144,Нет,4184515.6889258283,7492605.949522019
9905-299,Москва,Московская обл.,Постамат,Постамат: Халва: Ozon: Митинская,"125430, Митинская ул., д. 52",метро Пятницкое шоссе,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.852137,37.354582,Нет,4158293.0470355824,7529036.449609729
5015-175,Дубна,Московская обл.,Постамат,Постамат: Халва: 5015-175: ТЦ Мармелад,"141986, Дачная ул., д. 2Б",,42.7x43x39.3,,15 кг,Карта,Ежедневно: 9-22,"Пн, Ср, Пт",Нет,56.742802,37.177604,Нет,4138591.9461939707,7707730.315007938
5002-983,Лопатино,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-983: ТЦ Аструм,"142702, Сухановская ул., д. 1, стр. 1",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.535615,37.640704,Нет,4190144.0023803352,7466519.756001101
7701-983,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-983: Торговые ряды,"127015, Новодмитровская ул., д. 5А , стр. 2",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 9-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.807193,37.58853,Нет,4184336.019267687,7520128.591286075
7701-191,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-191: ТЦ Коньково Пассаж,"117321, Профсоюзная ул., д. 126, к. 3",метро Коньково,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.63037,37.516844,Нет,4176355.970250681,7485181.933184852
5002-588,Наро-Фоминск,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-588: ТЦ Клондайк,"143300, Маршала Жукова ул., д. 15",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-21,"Пн, Ср, Пт",Да,55.381633,36.719401,Нет,4087585.02155402,7436288.384597593
7702-746,Москва,Московская обл.,ПВЗ,ПВЗ: Ozon: 7702-746,"121309, Большая Филевская ул., д. 16",метро Багратионовская,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.749637,37.50229,Нет,4174735.826381676,7508736.052379856
7705-738,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-738: Магазин Авокадо,"117393, Гарибальди ул., д. 10, к. 2",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.673697,37.538062,Нет,4178717.947206332,7493730.304526215
5001-703,Красногорск,Московская обл.,Постамат,Постамат: PickPoint: 5001-703: Магазин Домашний,"143403, Речная ул., д. 20, к. 4",метро Митино,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.836226,37.323976,Нет,4154886.002700364,7525881.727303833
5001-704,Одинцово (Одинцовский),Московская обл.,Постамат,Постамат: PickPoint: 5001-704: ТЦ Новый Универмаг,"143032, Поселок Горки-10, Рублево-успенское шоссе, д. 30А",,43.6x34.6x23.5,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.706366,37.020931,Нет,4121151.187612916,7500182.1259909775
5001-720,Красноармейск,Московская обл.,Постамат,Постамат: PickPoint: 5001-720: Ашан,"141292, Испытателей пр-кт, д. 6А",,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Да,56.116651,38.148448,Нет,4246665.805913676,7581672.70423922
7701-716,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-716: Ашан,"121108, Кастанаевская ул., д. 54, к. 3",метро Пионерская,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.735576,37.467796,Нет,4170895.971866252,7505955.396558749
5001-769,Подольск,Московская обл.,Постамат,Постамат: PickPoint: 5001-769: Ашан,"142110, Клемента Готвальда ул., д. 6В",,40.5x35.3x47,,15 кг,Карта,Ежедневно: 8-22,"Пн, Ср, Пт",Да,55.423366,37.52978,Нет,4177795.9991835826,7444470.196387421
5001-773,Электросталь,Московская обл.,Постамат,Постамат: PickPoint: 5001-773: Ашан,"144005, Ногинское шоссе, д. 2",,40.5x41.9x36.3,L,15 кг,Карта,Ежедневно: 8-23,"Вт, Чт, Сб",Да,55.79725,38.430269,Нет,4278037.976128527,7518159.287619775
5001-727,Мытищи,Московская обл.,Постамат,Постамат: PickPoint: 5001-727: Пекарня,"141032, Тенистый б-р, д. 8",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.957419,37.682997,Нет,4194852.037604456,7549943.648973447
5001-768,Клин,Московская обл.,Постамат,Постамат: PickPoint: 5001-768: Ашан,"141613, Чайковского ул., д. 62А",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Нет,56.320822,36.760795,Нет,4092192.9805559176,7622549.148349035
5001-772,Королёв,Московская обл.,Постамат,Постамат: PickPoint: 5001-772: Супермаркет,"141071, Грабина ул., д. 10А",,40.5x35.8x62.9,,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.92598,37.815857,Нет,4209641.94515125,7543694.456912404
5005-643,Воскресенск,Московская обл.,Постамат,Постамат: Халва: 5005-643: Магнит Косметик,"140206, Калинина ул., д. 50",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Нет,55.274893,38.74397,Нет,4312959.011709867,7415401.064500969
5005-642,Зеленоград,Московская обл.,Постамат,Постамат: Халва: 5005-642: Аптека,"124536, к. 523",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Вт, Чт, Сб",Нет,55.991924,37.253629,Нет,4147055.010481529,7556808.120857492
5001-705,Наро-Фоминск,Московская обл.,Постамат,Постамат: PickPoint: 5001-705: ТЦ Гранд Каскад,"143302, Войкова ул., д. 3",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Да,55.385522,36.744603,Нет,4090390.4953609924,7437050.463465644
5005-646,Зеленоград,Московская обл.,Постамат,Постамат: Халва: 5005-646: 5005-646,"124527, к. 826",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-21,"Вт, Чт, Сб",Нет,55.979782,37.184575,Нет,4139367.9543642905,7554391.876479924
5005-645,Зеленоград,Московская обл.,Постамат,Постамат: Халва: 5005-645: Аптека Век Живи,"124482, к. 330",,45.7x42.7x32.1,L,15 кг,Оплата только на сайте,Ежедневно: 8-21,"Вт, Чт, Сб",Нет,55.996668,37.220101,Нет,4143322.690594212,7557752.377716806
7705-740,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-740: Магазин Авокадо,"117447, Винокурова ул., д. 10, к. 1",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.687532,37.588219,Нет,4184301.3989060507,7496461.929389451
